Titre ANSSI,Référence ANSSI,Type,Date,CVE,CVSS,Sévérité,CWE,Description,EPSS,Lien,Editeur,Produit,Versions affectées
[MàJ] Multiples vulnérabilités dans Cisco IOS XE,CERTFR-2023-ALE-011,Alerte,2024-10-23 18:58:22.360000,CVE-2023-20198,10.0,CRITICAL,CWE-420,"Cisco is providing an update for the ongoing investigation into observed exploitation of the web UI feature in Cisco IOS XE Software. We are updating the list of fixed releases and adding the Software Checker. Our investigation has determined that the actors exploited two previously unknown issues. The attacker first exploited CVE-2023-20198 to gain initial access and issued a privilege 15 command to create a local user and password combination. This allowed the user to log in with normal user access. The attacker then exploited another component of the web UI feature, leveraging the new local user to elevate privilege to root and write the implant to the file system. Cisco has assigned CVE-2023-20273 to this issue. CVE-2023-20198 has been assigned a CVSS Score of 10.0. CVE-2023-20273 has been assigned a CVSS Score of 7.2. Both of these CVEs are being tracked by CSCwh87343.",0.88344,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-011/,Cisco,Cisco IOS XE Software,"16.1.1, 16.1.2, 16.1.3, 16.2.1, 16.2.2, 16.3.1, 16.3.2, 16.3.3, 16.3.1a, 16.3.4, 16.3.5, 16.3.5b, 16.3.6, 16.3.7, 16.3.8, 16.3.9, 16.3.10, 16.3.11, 16.4.1, 16.4.2, 16.4.3, 16.5.1, 16.5.1a, 16.5.1b, 16.5.2, 16.5.3, 16.6.1, 16.6.2, 16.6.3, 16.6.4, 16.6.5, 16.6.4a, 16.6.5a, 16.6.6, 16.6.7, 16.6.8, 16.6.9, 16.6.10, 16.7.1, 16.7.1a, 16.7.1b, 16.7.2, 16.7.3, 16.7.4, 16.8.1, 16.8.1a, 16.8.1b, 16.8.1s, 16.8.1c, 16.8.1d, 16.8.2, 16.8.1e, 16.8.3, 16.9.1, 16.9.2, 16.9.1a, 16.9.1b, 16.9.1s, 16.9.3, 16.9.4, 16.9.3a, 16.9.5, 16.9.5f, 16.9.6, 16.9.7, 16.9.8, 16.10.1, 16.10.1a, 16.10.1b, 16.10.1s, 16.10.1c, 16.10.1e, 16.10.1d, 16.10.2, 16.10.1f, 16.10.1g, 16.10.3, 16.11.1, 16.11.1a, 16.11.1b, 16.11.2, 16.11.1s, 16.12.1, 16.12.1s, 16.12.1a, 16.12.1c, 16.12.1w, 16.12.2, 16.12.1y, 16.12.2a, 16.12.3, 16.12.8, 16.12.2s, 16.12.1x, 16.12.1t, 16.12.4, 16.12.3s, 16.12.3a, 16.12.4a, 16.12.5, 16.12.6, 16.12.1z1, 16.12.5a, 16.12.5b, 16.12.1z2, 16.12.6a, 16.12.7, 16.12.9, 16.12.10, 17.1.1, 17.1.1a, 17.1.1s, 17.1.1t, 17.1.3, 17.2.1, 17.2.1r, 17.2.1a, 17.2.1v, 17.2.2, 17.2.3, 17.3.1, 17.3.2, 17.3.3, 17.3.1a, 17.3.1w, 17.3.2a, 17.3.1x, 17.3.1z, 17.3.4, 17.3.5, 17.3.4a, 17.3.6, 17.3.4b, 17.3.4c, 17.3.5a, 17.3.5b, 17.3.7, 17.3.8, 17.4.1, 17.4.2, 17.4.1a, 17.4.1b, 17.4.2a, 17.5.1, 17.5.1a, 17.5.1b, 17.5.1c, 17.6.1, 17.6.2, 17.6.1w, 17.6.1a, 17.6.1x, 17.6.3, 17.6.1y, 17.6.1z, 17.6.3a, 17.6.4, 17.6.1z1, 17.6.5, 17.6.6, 17.7.1, 17.7.1a, 17.7.1b, 17.7.2, 17.10.1, 17.10.1a, 17.10.1b, 17.8.1, 17.8.1a, 17.9.1, 17.9.1w, 17.9.2, 17.9.1a, 17.9.1x, 17.9.1y, 17.9.3, 17.9.2a, 17.9.1x1, 17.9.3a, 17.9.4, 17.9.1y1, 17.11.1, 17.11.1a, 17.12.1, 17.12.1a, 17.11.99SW"
[MàJ] Vulnérabilité dans Citrix NetScaler ADC et NetScaler Gateway,CERTFR-2023-ALE-012,Alerte,2024-08-02 07:44:53.522000,CVE-2023-4966,9.4,CRITICAL,CWE-119,"Sensitive information disclosure in NetScaler ADC and NetScaler Gateway when configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) or AAA  virtual server. 



",0.9529,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-012/,Citrix,NetScaler Gateway,"14.1, 13.1, 13.0"
Vulnérabilité dans Apache Struts 2,CERTFR-2023-ALE-013,Alerte,2024-12-17 04:56:05.065000,CVE-2023-50164,0.0,NONE,CWE-552,"An attacker can manipulate file upload params to enable paths traversal and under some circumstances this can lead to uploading a malicious file which can be used to perform Remote Code Execution.
Users are recommended to upgrade to versions Struts 2.5.33 or Struts 6.3.0.2 or greater to fix this issue.
",0.51452,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-013/,Apache Software Foundation,Apache Struts,"2.0.0, 6.0.0"
[MàJ] Multiples vulnérabilités dans Ivanti Connect Secure et Policy Secure Gateways,CERTFR-2024-ALE-001,Alerte,2024-08-02 20:53:21.908000,CVE-2023-46805,8.2,HIGH,Non disponible,"An authentication bypass vulnerability in the web component of Ivanti ICS 9.x, 22.x and Ivanti Policy Secure allows a remote attacker to access restricted resources by bypassing control checks.",0.96405,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-001/,Ivanti,IPS,"9.1R18, 22.6R1"
[MàJ] Multiples vulnérabilités dans Ivanti Connect Secure et Policy Secure Gateways,CERTFR-2024-ALE-001,Alerte,2024-08-01 22:35:33.414000,CVE-2024-21893,8.2,HIGH,CWE-918,"A server-side request forgery vulnerability in the SAML component of Ivanti Connect Secure (9.x, 22.x) and Ivanti Policy Secure (9.x, 22.x) and Ivanti Neurons for ZTA allows an attacker to access certain restricted resources without authentication.",0.95981,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-001/,Ivanti,IPS,"9.1R18, 22.6R1"
[MàJ] Multiples vulnérabilités dans Ivanti Connect Secure et Policy Secure Gateways,CERTFR-2024-ALE-001,Alerte,2024-08-01 22:35:33.407000,CVE-2024-21888,8.8,HIGH,Non disponible,"A privilege escalation vulnerability in web component of Ivanti Connect Secure (9.x, 22.x) and Ivanti Policy Secure (9.x, 22.x) allows a user to elevate privileges to that of an administrator. ",0.00058,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-001/,Ivanti,IPS,"9.1R18, 22.6R1"
[MàJ] Multiples vulnérabilités dans Ivanti Connect Secure et Policy Secure Gateways,CERTFR-2024-ALE-001,Alerte,2024-08-01 22:35:33.413000,CVE-2024-21887,9.1,CRITICAL,Non disponible,"A command injection vulnerability in web components of Ivanti Connect Secure (9.x, 22.x) and Ivanti Policy Secure (9.x, 22.x)  allows an authenticated administrator to send specially crafted requests and execute arbitrary commands on the appliance.",0.97108,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-001/,Ivanti,IPS,"9.1R18, 22.6R1"
[MàJ] Multiples vulnérabilités dans Ivanti Connect Secure et Policy Secure Gateways,CERTFR-2024-ALE-001,Alerte,2024-08-01 22:35:34.846000,CVE-2024-22024,8.3,HIGH,Non disponible,"An XML external entity or XXE vulnerability in the SAML component of Ivanti Connect Secure (9.x, 22.x), Ivanti Policy Secure (9.x, 22.x) and ZTA gateways which allows an attacker to access certain restricted resources without authentication.",0.01484,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-001/,Ivanti,IPS,"9.1R18.4, 9.1R17.3, 22.5R1.2"
[MàJ] Multiples Vulnérabilités dans GitLab,CERTFR-2024-ALE-002,Alerte,2024-08-29 15:04:54.380000,CVE-2024-0402,9.9,CRITICAL,CWE-22,"An issue has been discovered in GitLab CE/EE affecting all versions from 16.0 prior to 16.6.6, 16.7 prior to 16.7.4, and 16.8 prior to 16.8.1 which allows an authenticated user to write files to arbitrary locations on the GitLab server while creating a workspace.",0.00082,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-002/,GitLab,GitLab,"16.0, 16.6, 16.7, 16.8"
[MàJ] Multiples Vulnérabilités dans GitLab,CERTFR-2024-ALE-002,Alerte,2024-10-03 06:23:17.513000,CVE-2023-7028,10.0,CRITICAL,CWE-640,"An issue has been discovered in GitLab CE/EE affecting all versions from 16.1 prior to 16.1.6, 16.2 prior to 16.2.9, 16.3 prior to 16.3.7, 16.4 prior to 16.4.5, 16.5 prior to 16.5.6, 16.6 prior to 16.6.4, and 16.7 prior to 16.7.2 in which user account password reset emails could be delivered to an unverified email address.",0.9262,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-002/,GitLab,GitLab,"16.1, 16.2, 16.3, 16.4, 16.5, 16.6, 16.7"
[MàJ] Vulnérabilité dans Fortinet FortiOS,CERTFR-2024-ALE-004,Alerte,2024-08-01 22:27:36.250000,CVE-2024-21762,9.6,CRITICAL,CWE-787,"A out-of-bounds write in Fortinet FortiOS versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.6, 7.0.0 through 7.0.13, 6.4.0 through 6.4.14, 6.2.0 through 6.2.15, 6.0.0 through 6.0.17, FortiProxy versions 7.4.0 through 7.4.2, 7.2.0 through 7.2.8, 7.0.0 through 7.0.14, 2.0.0 through 2.0.13, 1.2.0 through 1.2.13, 1.1.0 through 1.1.6, 1.0.0 through 1.0.7 allows attacker to execute unauthorized code or commands via specifically crafted requests",0.02071,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-004/,Fortinet,FortiOS,"7.4.0, 7.2.0, 7.0.0, 6.4.0, 6.2.0, 6.0.0"
[MàJ] Vulnérabilité dans Microsoft Outlook,CERTFR-2024-ALE-005,Alerte,2024-12-31 18:51:50.472000,CVE-2024-21413,9.8,CRITICAL,CWE-20,Microsoft Outlook Remote Code Execution Vulnerability,0.00063,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-005/,Microsoft,Microsoft Office 2016,16.0.0
[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect,CERTFR-2024-ALE-006,Alerte,2024-08-01 20:12:06.667000,CVE-2024-3400,10.0,CRITICAL,CWE-77,"A command injection as a result of arbitrary file creation vulnerability in the GlobalProtect feature of Palo Alto Networks PAN-OS software for specific PAN-OS versions and distinct feature configurations may enable an unauthenticated attacker to execute arbitrary code with root privileges on the firewall.

Cloud NGFW, Panorama appliances, and Prisma Access are not impacted by this vulnerability.",0.96392,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-006/,Palo Alto Networks,Prisma Access,Non disponible
Multiples vulnérabilités dans les produits Cisco,CERTFR-2024-ALE-007,Alerte,2024-08-01 21:59:42.379000,CVE-2024-20359,6.0,MEDIUM,CWE-94,"A vulnerability in a legacy capability that allowed for the preloading of VPN clients and plug-ins and that has been available in Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an authenticated, local attacker to execute arbitrary code with root-level privileges. Administrator-level privileges are required to exploit this vulnerability.
 This vulnerability is due to improper validation of a file when it is read from system flash memory. An attacker could exploit this vulnerability by copying a crafted file to the disk0: file system of an affected device. A successful exploit could allow the attacker to execute arbitrary code on the affected device after the next reload of the device, which could alter system behavior. Because the injected code could persist across device reboots, Cisco has raised the Security Impact Rating (SIR) of this advisory from Medium to High.",0.00128,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,Cisco,Cisco Firepower Threat Defense Software,"6.2.3, 6.2.3.1, 6.2.3.2, 6.2.3.3, 6.2.3.4, 6.2.3.5, 6.2.3.6, 6.2.3.7, 6.2.3.8, 6.2.3.10, 6.2.3.11, 6.2.3.9, 6.2.3.12, 6.2.3.13, 6.2.3.14, 6.2.3.15, 6.2.3.16, 6.2.3.17, 6.2.3.18, 6.6.0, 6.6.0.1, 6.6.1, 6.6.3, 6.6.4, 6.6.5, 6.6.5.1, 6.6.5.2, 6.6.7, 6.6.7.1, 6.4.0, 6.4.0.1, 6.4.0.3, 6.4.0.2, 6.4.0.4, 6.4.0.5, 6.4.0.6, 6.4.0.7, 6.4.0.8, 6.4.0.9, 6.4.0.10, 6.4.0.11, 6.4.0.12, 6.4.0.13, 6.4.0.14, 6.4.0.15, 6.4.0.16, 6.4.0.17, 6.7.0, 6.7.0.1, 6.7.0.2, 6.7.0.3, 7.0.0, 7.0.0.1, 7.0.1, 7.0.1.1, 7.0.2, 7.0.2.1, 7.0.3, 7.0.4, 7.0.5, 7.0.6, 7.0.6.1, 7.1.0, 7.1.0.1, 7.1.0.2, 7.1.0.3, 7.2.0, 7.2.0.1, 7.2.1, 7.2.2, 7.2.3, 7.2.4, 7.2.4.1, 7.2.5, 7.2.5.1, 7.3.0, 7.3.1, 7.3.1.1, 7.4.0, 7.4.1"
Multiples vulnérabilités dans les produits Cisco,CERTFR-2024-ALE-007,Alerte,2024-08-01 21:59:41.487000,CVE-2024-20353,8.6,HIGH,CWE-835,"A vulnerability in the management and VPN web servers for Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause the device to reload unexpectedly, resulting in a denial of service (DoS) condition.
 This vulnerability is due to incomplete error checking when parsing an HTTP header. An attacker could exploit this vulnerability by sending a crafted HTTP request to a targeted web server on a device. A successful exploit could allow the attacker to cause a DoS condition when the device reloads.",0.00175,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,Cisco,Cisco Firepower Threat Defense Software,"6.2.3, 6.2.3.1, 6.2.3.2, 6.2.3.3, 6.2.3.4, 6.2.3.5, 6.2.3.6, 6.2.3.7, 6.2.3.8, 6.2.3.10, 6.2.3.11, 6.2.3.9, 6.2.3.12, 6.2.3.13, 6.2.3.14, 6.2.3.15, 6.2.3.16, 6.2.3.17, 6.2.3.18, 6.6.0, 6.6.0.1, 6.6.1, 6.6.3, 6.6.4, 6.6.5, 6.6.5.1, 6.6.5.2, 6.6.7, 6.6.7.1, 6.4.0, 6.4.0.1, 6.4.0.3, 6.4.0.2, 6.4.0.4, 6.4.0.5, 6.4.0.6, 6.4.0.7, 6.4.0.8, 6.4.0.9, 6.4.0.10, 6.4.0.11, 6.4.0.12, 6.4.0.13, 6.4.0.14, 6.4.0.15, 6.4.0.16, 6.4.0.17, 6.7.0, 6.7.0.1, 6.7.0.2, 6.7.0.3, 7.0.0, 7.0.0.1, 7.0.1, 7.0.1.1, 7.0.2, 7.0.2.1, 7.0.3, 7.0.4, 7.0.5, 7.0.6, 7.0.6.1, 7.1.0, 7.1.0.1, 7.1.0.2, 7.1.0.3, 7.2.0, 7.2.0.1, 7.2.1, 7.2.2, 7.2.3, 7.2.4, 7.2.4.1, 7.2.5, 7.2.5.1, 7.3.0, 7.3.1, 7.3.1.1, 7.4.0, 7.4.1"
[MàJ] Vulnérabilité dans les produits Check Point ,CERTFR-2024-ALE-008,Alerte,2024-08-01 23:36:20.565000,CVE-2024-24919,8.6,HIGH,CWE-200,Potentially allowing an attacker to read certain information on Check Point Security Gateways once connected to the internet and enabled with remote Access VPN or Mobile Access Software Blades. A Security fix that mitigates this vulnerability is available.,0.95818,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-008/,checkpoint,"Check Point Quantum Gateway, Spark Gateway and CloudGuard Network","Check Point Quantum Gateway and CloudGuard Network versions R81.20, R81.10, R81, R80.40 and Check Point Spark versions R81.10, R80.20."
Vulnérabilité dans OpenSSH,CERTFR-2024-ALE-009,Alerte,2024-11-24 17:19:20.471000,CVE-2024-6387,0.0,NONE,CWE-364,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",0.00261,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,Red Hat,Red Hat Enterprise Linux 8,"N, o, n,  , d, i, s, p, o, n, i, b, l, e"
Multiples vulnérabilités dans Roundcube,CERTFR-2024-ALE-010,Alerte,2024-08-07 19:58:24.228000,CVE-2024-42008,0.0,NONE,Non disponible,A Cross-Site Scripting vulnerability in rcmail_action_mail_get->run() in Roundcube through 1.5.7 and 1.6.x through 1.6.7 allows a remote attacker to steal and send emails of a victim via a malicious e-mail attachment served with a dangerous Content-Type header.,0.0081,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,Non disponible,Non disponible,Non disponible
Multiples vulnérabilités dans Roundcube,CERTFR-2024-ALE-010,Alerte,2024-08-12 13:42:04.196708,CVE-2024-42010,7.5,HIGH,CWE-200,"mod_css_styles in Roundcube through 1.5.7 and 1.6.x through 1.6.7 insufficiently filters Cascading Style Sheets (CSS) token sequences in rendered e-mail messages, allowing a remote attacker to obtain sensitive information.",0.00045,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,roundcube,roundcube,"0, 1.6x"
Multiples vulnérabilités dans Roundcube,CERTFR-2024-ALE-010,Alerte,2024-08-06 20:24:27.258000,CVE-2024-42009,0.0,NONE,Non disponible,A Cross-Site Scripting vulnerability in Roundcube through 1.5.7 and 1.6.x through 1.6.7 allows a remote attacker to steal and send emails of a victim via a crafted e-mail message that abuses a Desanitization issue in message_body() in program/actions/mail/show.php.,0.0081,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,Non disponible,Non disponible,Non disponible
Vulnérabilité dans SonicWall,CERTFR-2024-ALE-011,Alerte,2024-09-09 16:20:22.681000,CVE-2024-40766,9.3,CRITICAL,CWE-284,"An improper access control vulnerability has been identified in the SonicWall SonicOS management access, potentially leading to unauthorized resource access and in specific conditions, causing the firewall to crash. This issue affects SonicWall Firewall Gen 5 and Gen 6 devices, as well as Gen 7 devices running SonicOS 7.0.1-5035 and older versions.",0.00819,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-011/,SonicWall,SonicOS,"5.9.2.14-12o and older versions, 6.5.4.14-109n and older versions, 7.0.1-5035 and older versions"
[MàJ] Vulnérabilités affectant OpenPrinting CUPS,CERTFR-2024-ALE-012,Alerte,2024-09-28 03:55:45.705000,CVE-2024-47076,8.6,HIGH,CWE-20,"CUPS is a standards-based, open-source printing system, and `libcupsfilters` contains the code of the filters of the former `cups-filters` package as library functions to be used for the data format conversion tasks needed in Printer Applications. The `cfGetPrinterAttributes5` function in `libcupsfilters` does not sanitize IPP attributes returned from an IPP server. When these IPP attributes are used, for instance, to generate a PPD file, this can lead to attacker controlled data to be provided to the rest of the CUPS system.",0.00045,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,OpenPrinting,libcupsfilters,<= 2.1b1
[MàJ] Vulnérabilités affectant OpenPrinting CUPS,CERTFR-2024-ALE-012,Alerte,2024-09-29 23:02:33.318000,CVE-2024-47175,8.6,HIGH,CWE-20,"CUPS is a standards-based, open-source printing system, and `libppd` can be used for legacy PPD file support. The `libppd` function `ppdCreatePPDFromIPP2` does not sanitize IPP attributes when creating the PPD buffer. When used in combination with other functions such as `cfGetPrinterAttributes5`, can result in user controlled input and ultimately code execution via Foomatic. This vulnerability can be part of an exploit chain leading to remote code execution (RCE), as described in CVE-2024-47176.",0.00045,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,OpenPrinting,libppd,<= 2.1b1
[MàJ] Vulnérabilités affectant OpenPrinting CUPS,CERTFR-2024-ALE-012,Alerte,2024-09-27 14:43:31.544000,CVE-2024-47177,9.1,CRITICAL,CWE-77,"CUPS is a standards-based, open-source printing system, and cups-filters provides backends, filters, and other software for CUPS 2.x to use on non-Mac OS systems. Any value passed to `FoomaticRIPCommandLine` via a PPD file will be executed as a user controlled command. When combined with other logic bugs as described in CVE_2024-47176, this can lead to remote command execution.",0.00044,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,OpenPrinting,cups-filters,<= 2.0.1
[MàJ] Vulnérabilités affectant OpenPrinting CUPS,CERTFR-2024-ALE-012,Alerte,2024-10-02 19:16:51.368000,CVE-2024-47176,5.3,MEDIUM,CWE-1327,"CUPS is a standards-based, open-source printing system, and `cups-browsed` contains network printing functionality including, but not limited to, auto-discovering print services and shared printers. `cups-browsed` binds to `INADDR_ANY:631`, causing it to trust any packet from any source, and can cause the `Get-Printer-Attributes` IPP request to an attacker controlled URL. When combined with other vulnerabilities, such as CVE-2024-47076, CVE-2024-47175, and CVE-2024-47177, an attacker can execute arbitrary commands remotely on the target machine without authentication when a malicious printer is printed to.",0.00063,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,OpenPrinting,cups-browsed,<= 2.0.1
Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance,CERTFR-2024-ALE-013,Alerte,2024-10-10 13:49:33.688000,CVE-2024-9380,7.2,HIGH,CWE-77,An OS command injection vulnerability in the admin web console of Ivanti CSA before version 5.0.2 allows a remote authenticated attacker with admin privileges to obtain remote code execution.,0.04272,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,Ivanti,CSA (Cloud Services Appliance),Non disponible
Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance,CERTFR-2024-ALE-013,Alerte,2024-09-21 15:12:11.194000,CVE-2024-8963,9.4,CRITICAL,CWE-22,Path Traversal in the Ivanti CSA before 4.6 Patch 519 allows a remote unauthenticated attacker to access restricted functionality.,0.96799,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,Ivanti,CSA (Cloud Services Appliance),Non disponible
Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance,CERTFR-2024-ALE-013,Alerte,2024-10-08 19:23:27.864000,CVE-2024-9381,7.2,HIGH,CWE-22,Path traversal in Ivanti CSA before version 5.0.2 allows a remote authenticated attacker with admin privileges to bypass restrictions.,0.00049,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,Ivanti,CSA (Cloud Services Appliance),Non disponible
Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance,CERTFR-2024-ALE-013,Alerte,2024-10-10 13:48:45.310000,CVE-2024-9379,6.5,MEDIUM,CWE-89,SQL injection in the admin web console of Ivanti CSA before version 5.0.2 allows a remote authenticated attacker with admin privileges to run arbitrary SQL statements.,0.00606,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,Ivanti,CSA (Cloud Services Appliance),Non disponible
Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance,CERTFR-2024-ALE-013,Alerte,2024-09-16 13:24:41.628000,CVE-2024-8190,7.2,HIGH,CWE-78,An OS command injection vulnerability in Ivanti Cloud Services Appliance versions 4.6 Patch 518 and before allows a remote authenticated attacker to obtain remote code execution. The attacker must have admin level privileges to exploit this vulnerability.,0.11331,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,Ivanti,CSA (Cloud Services Appliance),Non disponible
[MàJ] Multiples vulnérabilités dans Fortinet FortiManager,CERTFR-2024-ALE-014,Alerte,2025-01-14 20:57:06.777000,CVE-2024-50566,7.2,HIGH,CWE-78,"A improper neutralization of special elements used in an os command ('os command injection') in Fortinet FortiManager versions 7.6.0 through 7.6.1, versions 7.4.5 through 7.4.0, and versions 7.2.1 through 7.2.8, FortiManager Cloud versions 7.6.0 through 7.6.1, versions 7.4.0 through 7.4.4, and versions 7.2.2 through 7.2.7 may allow an authenticated remote attacker to execute unauthorized code via FGFM crafted requests.",0.00043,https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-014/,Fortinet,FortiManager,"7.6.0, 7.4.0, 7.2.1"
